Specimen_no,Field_no,Institution,Locality,Loc_known,Class,Subclass,Order,Suborder,Superfamily,Family,Subfamily,Genus,Species,Type_status,Original_ID,OTU,OTU2,Preservation,Taph_cat,Collected_by,Date_collected,Description,In_ex_situ,References
ROM Field#2,ROM Field#2,,Not found,N,Sauria,Dinosauria,Ornithischia,Thyreophora,Ankylosauria,,,,,,,Ankylosauria indet,Crocodilians,SK,MEGA,,1935,"Field# 2; armoured dinosaur, part of skull and few plates; L. Sternberg, R. Hornell, J. Rickett, 1 assistant, 3.5 months",,L. S. Russell 1966
TMP1983.036.0120,,TMP,BB046,Y,Sauria,Dinosauria,Ornithischia,Thyreophora,Ankylosauria,Ankylosauridae,,,,,,Ankylosauridae indet,Ankylosaurs,IE,MEGA,,1983,Tail club,in situ,Arbour & Currie 2013
TMP1992.036.0421,,TMP,BB050,Y,Sauria,Dinosauria,Ornithischia,Thyreophora,Ankylosauria,Ankylosauridae,,,,,,Ankylosauridae indet,Ankylosaurs,IE,MEGA,,1992,Mandible,,Arbour & Currie 2013
UAD 128,UAD 128,TMP,U128,Y,Sauria,Dinosauria,Ornithischia,Thyreophora,Ankylosauria,Ankylosauridae,,,,,,Ankylosauridae indet,Ankylosaurs,IE,MEGA,,,Mostly osteoderms,,
TMP2007.012.0052,MM.2007.9,TMP,V073,Y,Sauria,Dinosauria,Ornithischia,Thyreophora,Ankylosauria,Ankylosauridae,,,,,,Ankylosauridae indet,Ankylosaurs,IE,MEGA,,2007,Cervical ring and osteoderm,in situ,Arbour & Currie 2013
TMP1993.036.0421,WJS.93.104,TMP,1/2km E of U101; 3m below LCZ,N,Sauria,Dinosauria,Ornithischia,Thyreophora,Ankylosauria,Ankylosauridae,,,,,,Ankylosauridae indet,Ankylosaurs,IE,MEGA,W. Sloboda,1993,Tail club,,
TMP2003.012.0166,,TMP,Iddesleigh,N,Sauria,Dinosauria,Ornithischia,Thyreophora,Ankylosauria,Ankylosauridae,,,,,,Ankylosauridae indet,Ankylosaurs,IE,MEGA,,2003,Cervical ring,,
ROM 813,,ROM,Q052,Y,Sauria,Dinosauria,Ornithischia,Thyreophora,Ankylosauria,Ankylosauridae,,,,,Euoplocephalus tutus,Ankylosauridae indet,Ankylosaurs,SK,MEGA,L. Sternberg,1920,Partial skeleton,in situ,Arbour et al. 2014
UALVP61009,DPP.2019.068,UALVP,Q297,Y,Sauria,Dinosauria,Ornithischia,Thyreophora,Ankylosauria,Ankylosauridae,,,,,,Ankylosauridae indet,Ankylosaurs,SK,MEGA,M. Rhodes; A. McIntosh; C. Sinclair; R. Sissons; A. Dyer,2019-06-21,Tail handle segment,in situ,
TMP2011.012.0010,,TMP,U144,Y,Sauria,Dinosauria,Ornithischia,Thyreophora,Ankylosauria,Ankylosauridae,,,,,Euoplocephalus,Ankylosauridae indet,Ankylosaurs,SK,MEGA,,2011,"Cervical ring, scutes & limb bones",in situ,
UAD 177,UAD 177,,U177,Y,Sauria,Dinosauria,Ornithischia,Thyreophora,Ankylosauria,Ankylosauridae,,,,,,Ankylosauridae indet,Ankylosaurs,SK,MEGA,,,Half dozen vertebrae; plus ribs and a scute.,,
UAD 186,UAD 186,TMP,U186,Y,Sauria,Dinosauria,Ornithischia,Thyreophora,Ankylosauria,Ankylosauridae,,,,,,Ankylosauridae indet,Ankylosaurs,SK,MEGA,only osteoderms collected,2006-06-19,Badly eroded with osteoderms and vertebrae scattered over several square meters,,
TMP2003.012.0311,,TMP,U199,Y,Sauria,Dinosauria,Ornithischia,Thyreophora,Ankylosauria,Ankylosauridae,,,,,,Ankylosauridae indet,Ankylosaurs,SK,MEGA,,2003,Eroded skull and neck plates. No overburden.,,
TMP2016.012.0172,,TMP,V106,Y,Sauria,Dinosauria,Ornithischia,Thyreophora,Ankylosauria,Ankylosauridae,,,,,,Ankylosauridae indet,Ankylosaurs,SK,MEGA,,2016,Basicranium,in situ,
TMP2019.012.0113,,TMP,V118,Y,Sauria,Dinosauria,Ornithischia,Thyreophora,Ankylosauria,Ankylosauridae,,,,,,Ankylosauridae indet,Ankylosaurs,SK,MEGA,,2019,Basicranium,in situ,
AMNH 5347,,AMNH,Not found,N,Sauria,Dinosauria,Ornithischia,Thyreophora,Ankylosauria,Ankylosauridae,,,,,,Ankylosauridae indet,Ankylosaurs,SK,MEGA,B. Brown,1914,Field# 12; B. Brown: abdominal plates; skin impression,,L. S. Russell 1966
CMNFV 121,,CMN,Q121(lost),N,Sauria,Dinosauria,Ornithischia,Thyreophora,Ankylosauria,Ankylosauridae,,,,,,Ankylosauridae indet,Ankylosaurs,SK,MEGA,G. E. Lindblad,1953,Tail club,,Arbour & Currie 2013
CMNFV 349,1-1914,CMN,Not found,N,Sauria,Dinosauria,Ornithischia,Thyreophora,Ankylosauria,Ankylosauridae,,,,,,Ankylosauridae indet,Ankylosaurs,SK,MEGA,C. H. Sternberg,1914,Tail club,,
ROM Field#6,ROM Field#6,Buenos Aires,Not found,N,Sauria,Dinosauria,Ornithischia,Thyreophora,Ankylosauria,Ankylosauridae,,,,,,Ankylosauridae indet,Ankylosaurs,SK,MEGA,,1926,"Field# 6; tail club, sent to MNH, Buenos Aires",,L. S. Russell 1966
UALVP16247,,UALVP,Not found,N,Sauria,Dinosauria,Ornithischia,Thyreophora,Ankylosauria,Ankylosauridae,,,,,,Ankylosauridae indet,Ankylosaurs,SK,MEGA,A. Lindoe,1968,tail club: formerly listed in our catalogues as BB134,,Arbour & Currie 2013
TMP1979.014.0164,,TMP,Not found,N,Sauria,Dinosauria,Ornithischia,Thyreophora,Ankylosauria,Ankylosauridae,,,,,,Ankylosauridae indet,Ankylosaurs,SK,MEGA,,1979,Partial skull,,Arbour & Currie 2013
TMP1991.036.0321,,TMP,Not found,N,Sauria,Dinosauria,Ornithischia,Thyreophora,Ankylosauria,Ankylosauridae,,,,,,Ankylosauridae indet,Ankylosaurs,SK,MEGA,,1991,Cervical ring and osteoderm,in situ,Arbour & Currie 2013
TMP2003.012.0311,,TMP,Iddesleigh,N,Sauria,Dinosauria,Ornithischia,Thyreophora,Ankylosauria,Ankylosauridae,,,,,,Ankylosauridae indet,Ankylosaurs,SK,MEGA,,2003,Skull; cervical half-ring,,
AMNH 5238,,AMNH,Berry Creek,N,Sauria,Dinosauria,Ornithischia,Thyreophora,Ankylosauria,Ankylosauridae,,Anodontosaurus,Anodontosaurus lambei,,Euoplocephalus tutus,Anodontosaurus,Ankylosaurs,SK,MEGA,B. Brown,1911,"A. material? - evidently a skull - ankylosaurine; from reconnaissance trip- Brown, Osborn, Madison Grant",,L. S. Russell 1966; Arbour & Currie 2013
NHMUK R4947,,NHMUK,Not found,N,Sauria,Dinosauria,Ornithischia,Thyreophora,Ankylosauria,Ankylosauridae,,Anodontosaurus,Anodontosaurus lambei,,Euoplocephalus tutus,Anodontosaurus,Ankylosaurs,SK,MEGA,W. E. Cutler,1919;1920,Skull,,Nopcsa 1928; Arbour & Currie 2013
TMP1986.130.0047,,TMP,BB031,Y,Amphibia,Lissamphibia,Anura,,,,,,,,,Anura1,,IE,AQUA,,1986,Frontoparietal,ex situ,Gardner et al. 2016
TMP1990.036.0142,,TMP,V009,Y,Sauria,,Testudines,Cryptodira,Pantrionychia,Trionychidae,,Apalone,Apalone latus,,,Apalone,Turtles,SK,TERR,,1990,Complete carapace,in situ,Gardner et al. 1995
USNM V 8802,,NMNH,Sand Creek,N,Sauria,,Testudines,Cryptodira,Pantrionychia,Trionychidae,,Apalone,Apalone latus,Holotype,,Apalone,Turtles,SK,AQUA,L. Sternberg,1917,Carapace,,Gilmore 1919; Gardner et al. 1995
TMP1980.008.0116,,TMP,Not found,N,Sauria,,Testudines,Cryptodira,Pantrionychia,Trionychidae,,Apalone,Apalone latus,,,Apalone,Turtles,SK,AQUA,,1980,Carapace,,Gardner et al. 1995
TMP2019.013.0007,,TMP,BB025,Y,Sauria,Dinosauria,Theropoda,Maniraptoriformes,Paraves,Avialae,,,,,,Avialae indet,Small theropods,IE,TERR,,2019,Coracoid,ex situ,
TMP2013.044.0089,DWHL2013-89,TMP,BB030,Y,Sauria,Dinosauria,Theropoda,Maniraptoriformes,Paraves,Avialae,,,,,,Avialae indet,Small theropods,IE,TERR,,2013,Ulna,ex situ,
TMP1996.012.0433,,TMP,BB047,Y,Sauria,Dinosauria,Theropoda,Maniraptoriformes,Paraves,Avialae,,,,,,Avialae indet,Small theropods,IE,TERR,D. Eberth and crew (1995-96),1996,Ulna,in situ,
TMP1985.063.0014,,TMP,BB054,Y,Sauria,Dinosauria,Theropoda,Maniraptoriformes,Paraves,Avialae,,,,,,Avialae indet,Small theropods,IE,TERR,,1985,Limb bone � incomplete,ex situ,
TMP1984.089.0012,,TMP,BB086,Y,Sauria,Dinosauria,Theropoda,Maniraptoriformes,Paraves,Avialae,,,,,,Avialae indet,Small theropods,IE,TERR,,1984,Femur,ex situ,
TMP1982.020.0476,,TMP,BB102,Y,Sauria,Dinosauria,Theropoda,Maniraptoriformes,Paraves,Avialae,,,,,,Avialae indet,Small theropods,IE,TERR,,1982,Limb bone � incomplete,ex situ,
TMP1983.036.0171,,TMP,BB102,Y,Sauria,Dinosauria,Theropoda,Maniraptoriformes,Paraves,Avialae,,,,,,Avialae indet,Small theropods,IE,TERR,,1983,Ulna,ex situ,
TMP1983.067.0011,,TMP,BB102,Y,Sauria,Dinosauria,Theropoda,Maniraptoriformes,Paraves,Avialae,,,,,,Avialae indet,Small theropods,IE,TERR,,1983,Limb bone � incomplete,ex situ,
TMP2013.012.0005,,TMP,BB156,Y,Sauria,Dinosauria,Theropoda,Maniraptoriformes,Paraves,Avialae,,,,,,Avialae indet,Small theropods,IE,TERR,,2013,Tarsometatarsus,ex situ,
TMP1984.099.0003,,TMP,Q177,Y,Sauria,Dinosauria,Theropoda,Maniraptoriformes,Paraves,Avialae,,,,,,Avialae indet,Small theropods,IE,TERR,,1984,Limb bone – incomplete,,
TMP1981.022.0014,,TMP,BB046,Y,Sauria,,Testudines,Cryptodira,Pantrionychia,Trionychidae,,Axestemys,Axestemys allani,,,Axestemys allani,Turtles,IE,AQUA,,1981,Hyoplastron,,Gardner et al. 1995
TMP1986.078.0064,,TMP,BB047,Y,Sauria,,Testudines,Cryptodira,Pantrionychia,Trionychidae,,Axestemys,Axestemys allani,,,Axestemys allani,Turtles,IE,AQUA,,1986,Plastron,ex situ,Gardner et al. 1995
TMP1987.036.0344,,TMP,Not found,N,Sauria,,Testudines,Cryptodira,Pantrionychia,Trionychidae,,Axestemys,Axestemys allani,,,Axestemys allani,Turtles,IE,AQUA,,1987,Hyoplastron,,
TMP1990.119.0003,,TMP,Steveville,N,Sauria,,Testudines,Cryptodira,Pantrionychia,Trionychidae,,Axestemys,Axestemys allani,,,Axestemys allani,Turtles,IE,AQUA,,,Hyo- and hypoplastron,,Brinkman 2003
TMP1990.119.0028,,TMP,Steveville area,N,Sauria,,Testudines,Cryptodira,Pantrionychia,Trionychidae,,Axestemys,Axestemys allani,,,Axestemys allani,Turtles,IE,AQUA,,1990,Hyoplastron,,
TMP1992.061.0003,,TMP,Not found,N,Sauria,,Testudines,Cryptodira,Pantrionychia,Trionychidae,,Axestemys,Axestemys allani,,,Axestemys allani,Turtles,IE,AQUA,,1992,Xiphiplastron,,
TMP1996.012.0186,,TMP,BB047,Y,Sauria,,Testudines,Cryptodira,Pantrionychia,Trionychidae,,Axestemys,Axestemys allani,,,Axestemys allani,Turtles,SK,AQUA,D. Eberth and crew (1995-96),1996,Plastron,,
HCEL 2022-08-18A,HCEL 2022-08-18A,UALVP,Q299,Y,Sauria,,Testudines,Cryptodira,Pantrionychia,Trionychidae,,Axestemys,Axestemys allani,,,Axestemys allani,Turtles,SK,AQUA,H. Larsson et al.,2022-08-18,Complete skull and skeleton cf Axestemys allani,in situ,
TMP2006.012.0231,DB.06.10,TMP,V072,Y,Sauria,,Testudines,Cryptodira,Pantrionychia,Trionychidae,,Axestemys,Axestemys allani,,Axestemys sp.,Axestemys allani,Turtles,SK,AQUA,D. Brinkman,2006,Carapace,in situ,
TMP2011.012.0295,,TMP,V091,Y,Sauria,,Testudines,Cryptodira,Pantrionychia,Trionychidae,,Axestemys,Axestemys allani,,,Axestemys allani,Turtles,SK,AQUA,,2011,Carapace; some elements ex situ but complete enough for very close origin,ex situ,
UALVP59216,MMC.2018.021,UALVP,V116,Y,Sauria,,Testudines,Cryptodira,Pantrionychia,Trionychidae,,Axestemys,Axestemys allani,,,Axestemys allani,Turtles,SK,AQUA,M. Rhodes,2018-06-02,Near-complete skull; very narrow exoccipital crest more akin to A. allani holotype than to A. foveatus,,
ROM 1431,,ROM,Not found,N,Sauria,,Testudines,Cryptodira,Pantrionychia,Trionychidae,,Axestemys,Axestemys allani,,,Axestemys allani,Turtles,SK,AQUA,,,Carapace,,Gardner et al. 1995
TMP1974.010.0079,,TMP,Not found,N,Sauria,,Testudines,Cryptodira,Pantrionychia,Trionychidae,,Axestemys,Axestemys allani,,,Axestemys allani,Turtles,SK,AQUA,,1974,Plastron,,
TMP1980.016.1384,,TMP,Not found,N,Sauria,,Testudines,Cryptodira,Pantrionychia,Trionychidae,,Axestemys,Axestemys allani,,,Axestemys allani,Turtles,SK,AQUA,,1980,Plastron,ex situ,
TMP1990.119.0003,,TMP,Steveville area,N,Sauria,,Testudines,Cryptodira,Pantrionychia,Trionychidae,,Axestemys,Axestemys allani,,,Axestemys allani,Turtles,SK,AQUA,,1990,Plastron,,
UALVP1,,UALVP,Not found,N,Sauria,,Testudines,Cryptodira,Trionychia,Trionychidae,,Axestemys,Axestemys allani,Holotype,,Axestemys allani,Turtles,SK,AQUA,G. F. Sternberg,1920,Nearly complete skeleton,,Gardner et al. 1995
TMP1986.124.0012,,TMP,BB040,Y,Sauria,,Testudines,Cryptodira,Pantrionychia,Trionychidae,,Axestemys,Axestemys foveatus,,,Axestemys foveatus,Turtles,IE,AQUA,,1986,Dentary 12U 464500 5620900,in situ,Gardner et al. 1995
TMP1967.013.0057,,TMP,BB054,Y,Sauria,,Testudines,Cryptodira,Pantrionychia,Trionychidae,,Axestemys,Axestemys foveatus,,,Axestemys foveatus,Turtles,IE,AQUA,,1967,Hypoplastron,ex situ,Gardner et al. 1995
TMP1987.048.0018,,TMP,BB086,Y,Sauria,,Testudines,Cryptodira,Pantrionychia,Trionychidae,,Axestemys,Axestemys foveatus,,,Axestemys foveatus,Turtles,IE,AQUA,,1987,Dentary,ex situ,Gardner et al. 1995
CMNFV 1139,,CMN,Not found,N,Sauria,,Testudines,Cryptodira,Pantrionychia,Trionychidae,,Axestemys,Axestemys foveatus,,,Axestemys foveatus,Turtles,IE,AQUA,L. Lambe,1901-08-12,Hyoplastron,,Gardner et al. 1995
TMP1994.012.0873,,TMP,BB010,Y,Sauria,,Testudines,Cryptodira,Pantrionychia,Trionychidae,,Axestemys,Axestemys foveatus,,,Axestemys foveatus,Turtles,SK,AQUA,,1994,Carapace,,
TMP1985.036.0058,,TMP,BB012,Y,Sauria,,Testudines,Cryptodira,Pantrionychia,Trionychidae,,Axestemys,Axestemys foveatus,,,Axestemys foveatus,Turtles,SK,AQUA,,1985,Carapace,,Gardner et al. 1995
TMP1996.177.0357,BB47-744,TMP,BB047,Y,Sauria,,Testudines,Cryptodira,Pantrionychia,Trionychidae,,Axestemys,Axestemys foveatus,,,Axestemys foveatus,Turtles,SK,AQUA,D. Eberth and crew (1995-96),1996,Posterior carapace,in situ,
TMP2000.012.0160,DB.2000.22,TMP,BB047E,Y,Sauria,,Testudines,Paracryptodira,Pantrionychia,Trionychidae,,Axestemys,Axestemys foveatus,,,Axestemys foveatus,Turtles,SK,AQUA,D. Brinkman,2000,Skull,in situ,
TMP1985.067.0001,,TMP,BB055,Y,Sauria,,Testudines,Cryptodira,Pantrionychia,Trionychidae,,Axestemys,Axestemys foveatus,,,Axestemys foveatus,Turtles,SK,AQUA,,1985,Carapace,in situ,Gardner et al. 1995
TMP1985.067.0019,,TMP,BB055,Y,Sauria,,Testudines,Paracryptodira,Pantrionychia,Trionychidae,,Axestemys,Axestemys foveatus,,,Axestemys foveatus,Turtles,SK,AQUA,,1985,Carapace – incomplete,ex situ,
TMP1981.019.0176,,TMP,BB058,Y,Sauria,,Testudines,Cryptodira,Pantrionychia,Trionychidae,,Axestemys,Axestemys foveatus,,,Axestemys foveatus,Turtles,SK,AQUA,,1981,Carapace,,Gardner et al. 1995
TMP1981.019.0174,,TMP,BB064,Y,Sauria,,Testudines,Cryptodira,Pantrionychia,Trionychidae,,Axestemys,Axestemys foveatus,,,Axestemys foveatus,Turtles,SK,AQUA,,1981,Carapace,ex situ,Gardner et al. 1995
TMP1992.036.0820,,TMP,BB065,Y,Sauria,,Testudines,Cryptodira,Pantrionychia,Trionychidae,,Axestemys,Axestemys foveatus,,,Axestemys foveatus,Turtles,SK,AQUA,,1992,Carapace – articulated costals,in situ,
TMP1982.021.0004,,TMP,BB071,Y,Sauria,,Testudines,Cryptodira,Pantrionychia,Trionychidae,,Axestemys,Axestemys foveatus,,,Axestemys foveatus,Turtles,SK,AQUA,,1982,Carapace,in situ,Gardner et al. 1995
TMP2012.012.0012,,TMP,BB075,Y,Sauria,,Testudines,Cryptodira,Pantrionychia,Trionychidae,,Axestemys,Axestemys foveatus,,,Axestemys foveatus,Turtles,SK,AQUA,,2012,Carapace,in situ,
TMP1981.028.0003,,TMP,BB102A,Y,Sauria,,Testudines,Cryptodira,Pantrionychia,Trionychidae,,Axestemys,Axestemys foveatus,,,Axestemys foveatus,Turtles,SK,AQUA,,1981,Carapace,,Gardner et al. 1995
TMP1981.024.0007,,TMP,Q161,Y,Sauria,,Testudines,Cryptodira,Pantrionychia,Trionychidae,,Axestemys,Axestemys foveatus,,,Axestemys foveatus,Turtles,SK,AQUA,L. J. Strong,1981,Partial skull and skeleton,in situ,Brinkman 2005; Gardner et al. 1995
TMP1994.357.0002,,TMP,V022,Y,Sauria,,Testudines,Cryptodira,Pantrionychia,Trionychidae,,Axestemys,Axestemys foveatus,,,Axestemys foveatus,Turtles,SK,AQUA,,1994,Carapace – incomplete,,
TMP1997.060.0002,,TMP,V028,Y,Sauria,,Testudines,Paracryptodira,Pantrionychia,Trionychidae,,Axestemys,Axestemys foveatus,,,Axestemys foveatus,Turtles,SK,AQUA,,1997,Carapace,,
TMP1999.055.0116,MISC.DPP.99-79,TMP,V038,Y,Sauria,,Testudines,Paracryptodira,Pantrionychia,Trionychidae,,Axestemys,Axestemys foveatus,,,Axestemys foveatus,Turtles,SK,AQUA,,1999,Incomplete carapace,,
TMP1999.055.0125,MISC.DPP.99-51,TMP,V039,Y,Sauria,,Testudines,Paracryptodira,Pantrionychia,Trionychidae,,Axestemys,Axestemys foveatus,,,Axestemys foveatus,Turtles,SK,AQUA,,1999,Incomplete carapace,,
TMP1999.055.0222,,TMP,V042,Y,Sauria,,Testudines,Paracryptodira,Pantrionychia,Trionychidae,,Axestemys,Axestemys foveatus,,,Axestemys foveatus,Turtles,SK,AQUA,,1999,Carapace,in situ,
TMP2001.012.0024,DPP.DHT.2001.1,TMP,V051,Y,Sauria,,Testudines,Paracryptodira,Pantrionychia,Trionychidae,,Axestemys,Axestemys foveatus,,,Axestemys foveatus,Turtles,SK,AQUA,D. Tanke,2001,Carapace,in situ,
TMP2004.012.0089,,TMP,V063,Y,Sauria,,Testudines,Cryptodira,Pantrionychia,Trionychidae,,Axestemys,Axestemys foveatus,,,Axestemys foveatus,Turtles,SK,AQUA,,2004,Carapace,in situ,
TMP2005.012.0557,PJC05-136,TMP,V066,Y,Sauria,,Testudines,Paracryptodira,Pantrionychia,Trionychidae,,Axestemys,Axestemys foveatus,,,Axestemys foveatus,Turtles,SK,AQUA,P.J. Currie,2005,Near-complete skull,in situ,
TMP2006.012.0051,DHT.2006.47,TMP,V069,Y,Sauria,,Testudines,Cryptodira,Pantrionychia,Trionychidae,,Axestemys,Axestemys foveatus,,,Axestemys foveatus,Turtles,SK,AQUA,D. Tanke,2006,Carapace – incomplete,in situ,
TMP2009.012.0015,TURTLE#1,TMP,V083,Y,Sauria,,Testudines,Paracryptodira,Pantrionychia,Trionychidae,,Axestemys,Axestemys foveatus,,,Axestemys foveatus,Turtles,SK,AQUA,,2009,Carapace,,
TMP2009.012.0017,TURTLE#3,TMP,V084,Y,Sauria,,Testudines,Paracryptodira,Pantrionychia,Trionychidae,,Axestemys,Axestemys foveatus,,,Axestemys foveatus,Turtles,SK,AQUA,,2009,Carapace,,
TMP2009.012.0020;2009.012.0037,,TMP,V084,Y,Sauria,,Testudines,Paracryptodira,Pantrionychia,Trionychidae,,Axestemys,Axestemys foveatus,,,Axestemys foveatus,Turtles,SK,AQUA,,2009,Articulated costals and hyoplastron,,
UALVP56585,DPP.2015.050,TMP,V103,Y,Sauria,,Testudines,Paracryptodira,Pantrionychia,Trionychidae,,Axestemys,Axestemys foveatus,,,Axestemys foveatus,Turtles,SK,AQUA,B. Szafron,2015-05-26,Complete carapace with scapula,,
AMNH 5343,Field#8,AMNH,Not found,N,Sauria,,Testudines,Cryptodira,Pantrionychia,Trionychidae,,Axestemys,Axestemys foveatus,,,Axestemys foveatus,Turtles,SK,AQUA,B. Brown; P. Kaisen,,Carapace,,
ANSP 9269,,ANSP,Not found,N,Sauria,,Testudines,Cryptodira,Pantrionychia,Trionychidae,,Axestemys,Axestemys foveatus,,,Axestemys foveatus,Turtles,SK,AQUA,,,Partial skeleton,,Gardner et al. 1995
CMNFV 1065,,CMN,Not found,N,Sauria,,Testudines,Cryptodira,Pantrionychia,Trionychidae,,Axestemys,Axestemys foveatus,,,Axestemys foveatus,Turtles,SK,AQUA,L. Lambe,1901-08-02,Carapace,,Gardner et al. 1995
CMNFV 1264,,CMN,Not found,N,Sauria,,Testudines,Cryptodira,Pantrionychia,Trionychidae,,Axestemys,Axestemys foveatus,,,Axestemys foveatus,Turtles,SK,AQUA,,,Plastron,,Gardner et al. 1995
CMNFV 1453,,CMN,Not found,N,Sauria,,Testudines,Cryptodira,Pantrionychia,Trionychidae,,Axestemys,Axestemys foveatus,,,Axestemys foveatus,Turtles,SK,AQUA,C. H. Sternberg,1914,Carapace,,Gardner et al. 1995
CMNFV 1454,,CMN,Not found,N,Sauria,,Testudines,Cryptodira,Pantrionychia,Trionychidae,,Axestemys,Axestemys foveatus,,,Axestemys foveatus,Turtles,SK,AQUA,C. H. Sternberg,1914,Carapace,,Gardner et al. 1995
CMNFV 1824,,CMN,Not found,N,Sauria,,Testudines,Cryptodira,Pantrionychia,Trionychidae,,Axestemys,Axestemys foveatus,,,Axestemys foveatus,Turtles,SK,AQUA,L. Lambe,1901-09-04,Plastron,,Gardner et al. 1995
CMNFV 345,,CMN,Not found,N,Sauria,,Testudines,Cryptodira,Pantrionychia,Trionychidae,,Axestemys,Axestemys foveatus,Holotype,,Axestemys foveatus,Turtles,SK,AQUA,C. H. Sternberg,1913,Carapace,,Gardner et al. 1995
CMNFV 41623,GEL 8-1954,CMN,Not found,N,Sauria,,Testudines,Cryptodira,Pantrionychia,Trionychidae,,Axestemys,Axestemys foveatus,,,Axestemys foveatus,Turtles,SK,AQUA,G. E. Lindblad; H. Shearman,1954-07-26,Partial skeleton,,Gardner et al. 1995
CMNFV 8711,3-1928,CMN,Not found,N,Sauria,,Testudines,Cryptodira,Pantrionychia,Trionychidae,,Axestemys,Axestemys foveatus,,,Axestemys foveatus,Turtles,SK,AQUA,C. M. Sternberg; H. Lowe,1928,Carapace,,Gardner et al. 1995
CMNFV 8712,1-1928,CMN,Not found,N,Sauria,,Testudines,Cryptodira,Pantrionychia,Trionychidae,,Axestemys,Axestemys foveatus,,,Axestemys foveatus,Turtles,SK,AQUA,C. M. Sternberg; H. Lowe,1928,Carapace,,Gardner et al. 1995
CMNFV 8713,5-1928,CMN,Not found,N,Sauria,,Testudines,Cryptodira,Pantrionychia,Trionychidae,,Axestemys,Axestemys foveatus,,,Axestemys foveatus,Turtles,SK,AQUA,C. M. Sternberg; H. Lowe,1928,Carapace,,Gardner et al. 1995
NHMUK R4235,,NHMUK,Not found,N,Sauria,,Testudines,Cryptodira,Pantrionychia,Trionychidae,,Axestemys,Axestemys foveatus,,,Axestemys foveatus,Turtles,SK,AQUA,,,Partial skeleton,,Gardner et al. 1995
ROM 1418,,ROM,Not found,N,Sauria,,Testudines,Cryptodira,Pantrionychia,Trionychidae,,Axestemys,Axestemys foveatus,,,Axestemys foveatus,Turtles,SK,AQUA,,,Carapace,,Gardner et al. 1995
ROM 1419,,ROM,Not found,N,Sauria,,Testudines,Cryptodira,Pantrionychia,Trionychidae,,Axestemys,Axestemys foveatus,,,Axestemys foveatus,Turtles,SK,AQUA,,,Carapace,,Gardner et al. 1995
ROM 1789,,ROM,Not found,N,Sauria,,Testudines,Cryptodira,Pantrionychia,Trionychidae,,Axestemys,Axestemys foveatus,,,Axestemys foveatus,Turtles,SK,AQUA,,,Carapace,,Gardner et al. 1995
ROM 2957,,ROM,Not found,N,Sauria,,Testudines,Cryptodira,Pantrionychia,Trionychidae,,Axestemys,Axestemys foveatus,,,Axestemys foveatus,Turtles,SK,AQUA,,,Carapace,,Gardner et al. 1995
ROM 43644,,ROM,Not found,N,Sauria,,Testudines,Cryptodira,Pantrionychia,Trionychidae,,Axestemys,Axestemys foveatus,,,Axestemys foveatus,Turtles,SK,AQUA,,,Carapace,,Gardner et al. 1995
ROM 675,,ROM,Not found,N,Sauria,,Testudines,Cryptodira,Pantrionychia,Trionychidae,,Axestemys,Axestemys foveatus,,,Axestemys foveatus,Turtles,SK,AQUA,,,Carapace,,Gardner et al. 1995
ROM 676,,ROM,Not found,N,Sauria,,Testudines,Cryptodira,Pantrionychia,Trionychidae,,Axestemys,Axestemys foveatus,,,Axestemys foveatus,Turtles,SK,AQUA,,,Carapace,,Gardner et al. 1995
ROM 775,,ROM,Not found,N,Sauria,,Testudines,Cryptodira,Trionychia,Trionychidae,,Axestemys,Axestemys foveatus,,Axestemys rugosus,Axestemys foveatus,Turtles,SK,AQUA,,1921,"Field# 7; found near CQ 4b; L. Sternberg, G. E. Lindblad, 2 assistants, 3.5 months",,L. S. Russell 1966
ROM 775,,ROM,Not found,N,Sauria,,Testudines,Cryptodira,Pantrionychia,Trionychidae,,Axestemys,Axestemys foveatus,,,Axestemys foveatus,Turtles,SK,AQUA,,,Carapace,,Gardner et al. 1995
ROM 827,,ROM,Not found,N,Sauria,,Testudines,Cryptodira,Pantrionychia,Trionychidae,,Axestemys,Axestemys foveatus,,,Axestemys foveatus,Turtles,SK,AQUA,,,Carapace,,Gardner et al. 1995
ROM 872,,ROM,Not found,N,Sauria,,Testudines,Cryptodira,Pantrionychia,Trionychidae,,Axestemys,Axestemys foveatus,,,Axestemys foveatus,Turtles,SK,AQUA,,,Carapace,,Gardner et al. 1995
TMP1979.008.0766,,TMP,Not found,N,Sauria,,Testudines,Cryptodira,Pantrionychia,Trionychidae,,Axestemys,Axestemys foveatus,,,Axestemys foveatus,Turtles,SK,AQUA,,1979,Carapace,in situ,
TMP1980.016.1686,,TMP,150 yds SSW of Q083,N,Sauria,,Testudines,Cryptodira,Pantrionychia,Trionychidae,,Axestemys,Axestemys foveatus,,,Axestemys foveatus,Turtles,SK,AQUA,,1980,Carapace,in situ,Gardner et al. 1995
UALVP33389,,UALVP,Not found,N,Sauria,,Testudines,Cryptodira,Pantrionychia,Trionychidae,,Axestemys,Axestemys foveatus,,,Axestemys foveatus,Turtles,SK,AQUA,,,Carapace,,
TMP1992.036.0551,,TMP,Not found,N,Sauria,,Testudines,Cryptodira,Pantrionychia,Trionychidae,,Axestemys,Axestemys foveatus,,,Axestemys foveatus,Turtles,SK,AQUA,,1992,Carapace – incomplete,in situ,
